,LLC-load-misses,LLC-loads,LLC-store-misses,LLC-stores,blocks,bytes,cycles,instructions,ref-cycles,rss,pkg_pwr,ram_pwr,power
126,51165998,700331496,25937846,154530648,0,0,144809908440,69547701746,145122586174,1254908,178.91,16.95,264.1
127,61983868,901204916,30977996,193787402,0,0,182795529014,85146054170,183157101226,1256248,178.52,16.94,264.1
128,65764004,938877112,33264834,202051780,0,0,192256570324,85656837936,192840031140,1256248,178.67,16.96,264.2
129,8572,314688,10116,67552,0,0,6907665060,15464221356,6922966896,1256248,178.87,16.95,264.2
130,59981280,889419560,30379042,191171128,0,0,170591937094,66554286554,171034990148,54591,178.38,16.83,264.4
131,62606020,828932064,31128848,183804740,0,0,172698849252,81656952376,172708273914,54591,178.98,16.8,264.5
132,67555168,887391210,33409926,192074088,0,0,182062528562,88125175042,183105817534,54591,179.28,16.97,264.5
133,62691334,968682438,32029608,204874242,0,0,192439658878,88496438344,193066201990,54591,179.06,16.93,264.6
134,9764,455844,14168,96170,0,0,8484726522,19020947958,8491907326,54591,178.23,16.86,264.8
135,50118654,708733372,25494828,155400960,0,0,138915888358,53839387154,139351522964,110869,179.0,16.94,264.8
136,66647986,956732758,33490212,203471710,0,0,191916951392,91731297512,192410567708,110869,178.7,17.0,264.8
137,19132,451780,15924,75372,0,0,8499857766,18892951216,8509922906,110869,178.85,16.93,264.9
138,65734674,896598602,32833046,194824830,0,0,175999212156,68536165548,176430943884,110869,178.63,16.97,264.9
139,13488,469674,16824,91570,0,0,8569290852,19370822576,8572691826,110869,178.74,16.88,264.9
140,50574646,732541628,26154910,159979858,0,0,142766752582,55231687598,143284297530,110869,178.52,16.85,265.0
141,74483958,939876642,36444446,205913132,0,0,193765486706,92380139160,194383222318,110869,178.67,16.87,265.0
142,15886,419454,20704,79238,0,0,7001942334,15829449282,7005147064,273933,142.17,15.54,264.9
143,69717336,893561410,33115992,191806106,0,0,172176287090,66967860686,172678619228,273933,121.88,14.74,265.0
144,8338,456832,9858,85856,0,0,8676300724,19381129786,8696285400,273933,123.92,14.82,208.7
145,57970554,919445614,29475296,188649324,0,0,172790134184,67350473952,173180622028,350381,122.21,14.82,186.8
146,49739328,694002146,25242690,151318826,0,0,141774257770,68443620730,142217950624,350381,122.71,14.76,196.3
147,17954,506870,26408,102438,0,0,9058606064,19985319646,9073833234,462532,123.97,14.76,195.7
148,45863464,785354472,23892334,162314528,0,0,147947388928,57229518396,148366464840,462532,121.58,14.71,195.8
149,8202,495562,8442,91408,0,0,8728627888,19378424130,8725608860,462532,124.3,14.75,195.4
150,69995576,944259606,35284546,206571530,0,0,185637276892,71531951724,186382213930,553678,121.28,14.61,195.3
151,7246,432768,6788,92098,0,0,7015500144,15217466170,7023069664,553678,122.83,14.69,195.1
152,9412,427672,12592,87232,0,0,8880717280,19768395880,8894656910,643525,156.42,16.1,194.8
153,70859068,999319902,35965232,217492744,0,0,194873060458,75317478438,195541757070,643525,178.7,16.69,194.9
154,9510,731970,8694,136658,0,0,5379701192,11867834092,5371085982,643525,179.36,16.77,251.8
155,63179140,897386000,31059178,191631010,0,0,172548737634,67430033750,173020875398,722382,178.59,16.69,265.0
156,58628972,770193682,28754186,167393900,0,0,157818167226,76503211666,158315357756,722382,178.68,16.78,265.1
157,70760956,946021618,35574928,207558782,0,0,195433407636,93227091714,195876203678,807336,178.66,16.83,265.0
158,63373336,879203794,31074528,190183200,0,0,176547017228,85666481200,177134345164,807336,179.46,16.76,265.0
159,5176,210244,4778,41788,0,0,7451327216,16703847914,7456640538,807336,177.56,16.83,265.0
160,69432632,905490806,34490188,197627154,0,0,178525576972,69249535282,179062221270,884266,179.08,16.82,265.0
161,68013952,952106302,33346442,203826536,0,0,192872548034,92666946456,193311899180,884266,178.9,16.79,264.8
162,52415016,744028996,26552486,161534536,0,0,143971810754,55943399982,144449665684,958317,178.51,16.82,264.9
163,29264,644892,28376,111882,0,0,8191087034,18153036904,8189208732,958317,178.0,16.83,264.9
164,7336,370236,7520,86856,0,0,7686349868,17367158742,7704369230,958317,179.68,16.61,264.8
165,62448678,844098202,31749234,186038840,0,0,165295847162,63985169000,165915179618,1054960,177.99,16.87,264.7
166,67574646,931746548,34154906,203946858,0,0,193037835844,92227946658,193632874856,1054960,178.67,16.84,264.9
167,67155480,895888560,32570894,195308924,0,0,183901908678,88639791948,184476106206,1119473,179.39,16.81,264.7
168,65060584,856198330,31828520,187627894,0,0,175764256952,83144582804,176280546038,1119473,177.54,16.96,264.8
169,9012,348768,11960,56544,0,0,8894017342,19884325166,8902279586,1119473,178.76,16.82,264.9
170,45660326,666766070,22897936,145259110,0,0,129693136626,51184652210,130043328608,1183002,179.53,16.78,264.7
171,71405386,926361516,34800266,202766810,64,32768,191409977624,91294081692,191867364994,1183002,178.65,16.9,264.8
172,66000914,866656762,32598990,190768868,0,0,169737285516,65796123238,170378913690,1221504,178.77,16.96,264.9
173,16160,673826,18920,122264,0,0,7870604880,17360257480,7871550256,1221504,179.04,16.9,264.9
174,11928,280522,9348,51550,0,0,6472729614,12615178118,6496974752,1221504,178.01,16.81,264.9
175,82300064,1075032184,41219404,239588782,0,0,212749700866,82073446386,213455080058,1224868,178.16,16.98,265.0
176,50925116,670561080,24962364,147323568,0,0,137216110536,66878734098,137637161540,1224868,179.71,16.79,264.9
177,63854180,883923018,31697860,190422524,0,0,178897748952,86221253208,179446360602,1225424,179.02,16.94,264.8
178,43946306,572925892,21309688,123637216,0,0,120124991662,64812160122,121764619888,1225424,177.88,16.73,265.0
179,11656,55330,14392,21118,0,0,10156012680,29123212374,10157450686,1225424,180.06,16.77,265.1
180,5047306,9548496,858506,1554112,0,0,3815308206,5728047792,3989619664,1225424,178.7,16.96,264.9
181,7126042,12243494,1102034,1678132,0,0,15301932208,37146074356,15461173102,1225424,178.42,16.73,265.1
182,4819258,8242584,812936,1434896,0,0,11457005230,27924761060,11563511494,1225718,179.84,16.68,265.1
183,6822660,11263454,749788,2160350,0,0,15052350972,35239354772,15222799976,1225718,178.91,16.92,265.0
184,10858,51048,15130,18604,0,0,8349420424,23779064636,8350710104,1225718,178.11,16.86,265.1
185,7078416,11430756,932012,2284292,0,0,4879126480,7019650576,5002350552,1253312,179.96,16.77,265.1
186,259934,451646,43682,123778,0,0,8397623002,22730424178,8389868156,1253312,179.02,16.84,265.0
187,1584,2874,0,0,0,0,435494,130606,435574,1253312,178.1,16.73,265.2
188,6842,34774,10172,16972,0,0,8082684388,21237269408,8083911656,1253312,179.29,16.84,265.2
189,13534,56440,17720,21908,0,0,10154083992,28770123214,10155670044,1253312,178.91,16.83,265.1
190,944,1650,0,0,0,0,222390,96696,222410,1254910,177.61,16.88,265.2
191,12226,55344,16086,21762,0,0,10134679244,27799776934,10136280446,1254910,178.9,16.82,265.2
192,9010,16078,0,1200,0,0,2677778,1546002,2677706,54646,179.23,17.09,265.0
193,11622,46922,15022,21874,0,0,10144074262,27072147708,10145699950,54646,177.52,16.85,265.0
194,8562,40448,12566,17074,0,0,8073288568,21983796640,8074534896,54646,179.49,16.86,265.1
195,998,2298,0,0,0,0,242468,96004,242512,55299,178.93,17.01,264.9
196,71766,459062,15018,20688,0,0,10108365362,28352327078,10147066006,55299,178.31,16.85,265.0
197,12448,50138,11412,17696,0,0,8097421110,22402605452,8099531874,55372,179.01,16.86,265.1
198,15660,61216,13198,20874,0,0,10090635284,27641986108,10093121562,55372,179.42,16.86,265.0
199,7732,37352,11526,17040,0,0,8073894236,21395846818,8075378642,55372,178.25,16.82,265.0
200,4744,7622,0,0,0,0,303064,108406,902384,55384,178.53,16.9,265.1
201,12562,49950,10436,17860,120,61440,8079466638,21645060440,8082534308,55384,178.89,17.01,265.0
202,37242318,388497342,22915630,100349378,0,0,98661165120,49794658598,99955543356,54741,178.57,16.87,264.9
203,56482588,609122880,36719434,154659956,0,0,164753600434,69585527634,166146555168,54741,177.98,16.84,265.0
204,13200,375042,20016,83030,0,0,10813244006,23942463364,10811585364,54741,179.29,16.85,264.9
205,54888810,589087750,35507440,149090472,0,0,146774567816,46260902520,148335630164,54741,178.25,16.93,264.8
206,54265020,580212570,35907956,146189490,0,0,161919289876,66866839204,163204389172,54741,178.28,16.79,264.8
207,59384826,626618210,37400044,157134232,0,0,150540955180,47714032724,151780801134,54741,179.25,16.91,264.8
208,5246,228676,6660,38348,0,0,9019987846,20044122878,9022791382,54741,178.2,16.8,264.7
209,3694,195902,5234,32150,0,0,7508829260,16721228394,7511365558,54741,178.21,16.89,264.8
210,59045702,617061824,37731828,158568480,0,0,152556718938,48162164576,154144922056,54741,179.32,16.99,264.7
211,57883054,606771740,36799256,152643082,0,0,162654909720,68337579158,163500257530,54741,178.64,16.87,264.6
212,58105074,592378720,36096680,150251440,0,0,156624657302,66610680768,157865351650,54741,137.85,15.55,264.8
213,54125646,586059724,34824300,146835410,0,0,153929749486,65541644062,155240505266,54741,126.74,15.13,264.8
214,5922,254730,5286,43270,0,0,9798718442,21730686342,9799723738,54741,127.84,15.09,219.8
215,56634920,594379354,35948116,150577230,0,0,147843763856,46588523260,149143110012,54741,127.75,15.14,192.2
216,55865462,597042914,35487734,150302818,0,0,158530372154,67278937432,159793553824,54741,127.03,14.98,200.8
217,55462506,601445916,35469744,148828588,0,0,156060195344,66833553258,157225545602,112010,126.2,15.21,200.5
218,56616148,592910558,35923582,150868184,0,0,160135359860,67319089040,161466340274,112010,130.77,15.35,200.5
219,7366,296640,9396,46140,0,0,9612119540,21485228986,9615245950,112010,128.81,15.3,200.0
220,55674618,580752300,34802044,145804700,168,86016,143834692724,45239003774,145075945986,112010,127.31,15.07,200.5
221,56869636,608473944,36762552,150391716,0,0,165199158308,69140497274,166518715496,112010,124.83,14.81,200.7
222,58348860,605278490,35931388,150683096,0,0,156896019952,66758139806,158183068690,112010,121.71,14.79,200.4
223,57404612,604379248,36059478,150583530,0,0,158796958124,67224023696,160030673920,112010,128.32,15.01,200.1
224,6088,264712,5744,46888,0,0,9050550038,20019927834,9050262598,112010,123.77,14.74,191.1
225,45034890,481661712,28337194,119877080,0,0,118178600274,37077559538,119063753512,263239,123.95,14.77,201.3
226,59070282,639011614,38319574,160229182,0,0,173319706744,72805670598,174643494446,263239,126.0,15.34,194.4
227,56602240,613858522,36800302,153526920,0,0,165696469552,69566911450,166998306588,359651,121.04,14.74,194.5
228,59155546,625658760,37955358,157915648,0,0,167161965858,70152669518,168427264852,359651,124.92,14.89,195.1
229,7804,286636,11114,78808,0,0,8835265762,19686507394,8855822384,359651,119.23,14.64,189.7
230,55705504,576814154,34790826,146376080,0,0,142512475464,44723702768,143825873700,469704,124.18,14.71,198.1
231,55856972,584775676,35320714,147957264,0,0,154574059150,65694479122,155754439860,469704,120.55,14.72,188.4
232,59713468,634791068,37584816,158351688,0,0,165895046692,70243229362,167264367654,575428,121.48,14.78,195.6
233,57373818,591976532,36041632,149948228,0,0,155437315708,66539147794,156849792730,575428,125.66,14.92,195.3
234,6714,311300,7872,53394,0,0,9067584356,20106980122,9067501556,575428,115.56,14.55,189.3
235,55078462,575605814,34136768,144497484,0,0,140683964392,44270981082,141893296256,680133,136.59,15.27,197.8
236,57675234,617418194,37532976,153502728,0,0,171324471280,70941148480,172695818394,680133,172.01,17.18,185.1
237,55129134,576961096,34818690,144628264,0,0,150945896980,64949211534,152073171250,763579,171.5,16.9,200.3
238,57881014,602485828,35945214,151291498,0,0,156115966658,66673199304,157415555608,763579,172.52,17.05,264.0
239,6334,229182,6392,40158,0,0,9013191654,19918818446,9015164280,763579,170.96,16.82,246.9
240,54499540,581562286,34694606,144731090,0,0,142262931112,44780743410,143377559420,861949,171.59,16.83,254.7
241,57155940,585641778,36058808,146990138,0,0,156624744962,66324929424,157889525980,861949,172.22,16.97,254.5
242,55520554,583433634,35381424,146899768,0,0,155920502694,66151919702,157112388028,947221,170.97,16.91,261.4
243,60024164,623876012,37123218,157833578,0,0,160546187538,68431479786,161898325146,947221,171.78,16.89,260.8
244,4510,237750,5694,40638,0,0,9605290020,21311059002,9609423054,947221,171.41,16.81,246.7
245,57712526,598183444,35868842,149758096,0,0,146136422724,45702234884,147336020266,1081059,171.61,16.94,253.5
246,56177606,590194400,35492632,147863480,0,0,155105302002,65894864072,156247089910,1081059,170.39,16.82,253.5
247,43614282,467411290,28153984,117051312,0,0,123418588440,51309407540,124673295484,1143151,172.31,16.93,262.5
248,62081484,650205628,38846312,163836042,0,0,168595649880,71887337542,169732238504,1143151,171.8,16.93,247.5
249,4940,232682,5554,55468,0,0,9153191906,20464698284,9164285556,1143151,170.88,16.84,254.3
250,56462042,591301008,35687546,148288746,0,0,146325629798,46058526178,147588276674,1215865,171.94,16.89,254.2
251,57936398,597659146,36580414,152034166,0,0,159323652588,67484173010,160568434040,1215865,171.58,16.96,254.1
252,55460500,573688682,34596410,144427302,0,0,148485757780,63285139394,149660044456,1234808,170.77,16.85,261.8
253,55913236,580035902,34526512,145826226,0,0,148873557002,63260360676,150046416606,1234808,172.89,16.97,249.2
254,4054,226640,6222,39384,0,0,9249619884,20794837104,9252104622,1234808,170.37,16.86,249.6
255,57692658,601395170,36169192,152062766,0,0,148855339002,46669425116,150113910170,1234857,171.8,16.86,255.1
256,57353494,591664428,35120644,148260018,0,0,149311183122,64487470376,150540883348,1234857,172.25,16.97,254.7
257,58772488,608082214,37429164,153583162,0,0,165253394666,68886389232,166732854752,1234857,171.7,16.91,262.0
258,55762176,576858696,34371414,143671930,0,0,148322051380,63926163920,149698350606,1234857,171.45,16.81,249.2
259,7032,340992,19350,75934,0,0,8634014828,19117111506,8628681550,1234857,172.01,16.84,249.8
260,55195134,578040306,34714428,144020494,0,0,143455083542,44886611836,144740664464,1234857,171.18,16.81,250.2
261,59680338,607571610,37169072,153207660,0,0,160345934286,67802357872,161660037182,1234857,171.76,16.92,250.7
262,19413104,197608636,11570654,46320766,0,0,56257113248,42252755300,57982625156,1234857,172.13,16.95,260.9
263,9962,38624,11660,16960,0,0,8305202722,22024583742,8307436978,1234857,171.77,16.91,249.2
264,8918,35754,11168,16578,0,0,8366443948,22183190866,8367737598,1234857,171.22,16.95,249.8
265,960,2592,0,0,0,0,273502,116752,273516,1252947,172.62,16.89,250.3
266,36666,424422,34114,100168,0,0,8101705294,21149683056,8104570106,1252947,171.04,16.93,250.7
267,18436,62836,13734,19792,0,0,10164708930,26792677202,10166975084,1255593,171.56,16.92,262.3
268,15412,52042,13594,20012,0,0,10101660852,26401641554,10104282826,1255593,172.28,16.89,248.6
269,9520,39244,11134,16556,0,0,8170129188,21735432790,8171207112,1255593,171.86,16.92,249.2
270,5472,8522,0,0,0,0,294580,503202,1090936,1256181,171.09,16.78,249.8
271,11866,41260,10772,16228,0,0,8092370642,21226459562,8093711600,1256181,172.87,17.03,250.4
272,30861818,325794052,19022260,82740990,0,0,83916387210,44789813306,85118308388,1258092,170.99,16.82,250.6
273,57803124,610332068,36310218,155213636,0,0,158874530874,68225779946,160212616074,1258092,171.9,16.78,263.1
274,4296,278796,15550,56910,0,0,9356398758,20728219108,9355971284,1258092,171.95,16.88,256.2
275,57814686,612734724,36770226,153283264,0,0,150141473600,47447474170,151485429174,1258092,171.48,16.86,246.7
276,56385350,594688762,36709456,149549876,0,0,162800803616,68207747982,164161857994,1258092,171.85,16.94,254.7
277,56923760,598950542,35973384,150178722,0,0,153137409024,65879545356,154264928510,1258092,172.81,16.9,254.4
